,Unnamed: 0,brand,guaranteed_authentic_brand,model_variant,core_model,price,negotiable_price,bezel_material,bezel_plated,case_material,case_plated,dial
531,5,rolex,False,Standard,Sky-Dweller,25350.0,False,white gold,False,steel,False,blue
532,6,rolex,False,Standard,Sea-Dweller Deepsea,9595.0,False,ceramic,False,steel,False,black
533,7,rolex,False,Standard,Datejust 36,5495.0,False,yellow gold,False,gold/steel,False,champagne
534,8,rolex,False,Date,Submariner,9899.0,False,yellow gold,False,gold/steel,False,blue
535,9,rolex,False,Standard,Oyster Perpetual Lady Date,2699.0,False,steel,False,steel,False,grey
536,10,rolex,False,No Date,Submariner,9239.0,True,aluminum,False,steel,False,black
537,11,rolex,False,Standard,Sky-Dweller,50000.0,False,rose gold,False,rose gold,False,brown
538,12,rolex,False,Standard,Datejust 36,5400.0,False,steel,False,steel,False,silver
539,13,rolex,False,Standard,Datejust 36,5595.0,False,yellow gold,False,gold/steel,False,black
540,14,rolex,False,Standard,Unknown/Other,35000.0,True,yellow gold,False,yellow gold,False,white
541,15,rolex,False,Standard,GMT-Master II,12195.0,False,ceramic,False,steel,False,black
542,16,rolex,False,Standard,Datejust 36,7000.0,False,steel,False,steel,False,black
543,17,rolex,False,Standard,Datejust 41,16950.0,False,white gold,False,steel,False,grey
544,18,rolex,True,Standard,GMT-Master II,11744.0,False,ceramic,False,steel,False,black
546,20,rolex,False,Standard,Day-Date 36,19950.0,True,yellow gold,False,yellow gold,False,white
547,21,rolex,False,Date,Submariner,10050.0,False,yellow gold,False,gold/steel,False,blue
548,22,rolex,False,Standard,Explorer,6500.0,False,steel,False,steel,False,silver
549,23,rolex,False,Standard,Lady-Datejust,18995.0,False,yellow gold,False,gold/steel,False,white
550,24,rolex,False,Standard,Datejust 41,18295.0,False,yellow gold,False,gold/steel,False,champagne
552,26,rolex,False,Standard,Day-Date 36,12495.0,True,yellow gold,False,yellow gold,False,blue
554,28,rolex,False,No Date,Submariner,12499.0,False,ceramic,False,steel,False,black
555,29,rolex,False,Standard,Day-Date 40,54800.0,True,yellow gold,False,yellow gold,False,gold
556,30,rolex,False,Standard,Datejust 41,12150.0,False,white gold,False,steel,False,black
557,31,rolex,False,Standard,Datejust 36,7990.0,False,yellow gold,False,gold/steel,False,gold
560,34,rolex,False,Standard,Day-Date 40,49599.0,False,rose gold,False,rose gold,False,green
561,35,rolex,False,Standard,Datejust 41,20425.0,False,yellow gold,False,gold/steel,False,gold
562,36,rolex,False,Standard,GMT-Master II,13950.0,False,yellow gold,False,gold/steel,False,brown
563,37,rolex,False,Standard,Day-Date 36,79995.0,False,yellow gold,False,yellow gold,False,black
564,38,rolex,False,No Date,Submariner,8950.0,False,ceramic,False,steel,False,black
565,39,rolex,False,Standard,Datejust 41,14750.0,False,white gold,False,steel,False,grey
566,40,rolex,False,Standard,Datejust 41,15500.0,True,yellow gold,False,gold/steel,False,gold
567,41,rolex,False,Standard,Unknown/Other,34350.0,False,ceramic,False,steel,False,black
568,42,rolex,False,Standard,Datejust 36,5978.0,True,yellow gold,False,gold/steel,False,silver
569,43,rolex,False,Date,Submariner,18498.0,False,ceramic,False,steel,False,green
570,44,rolex,False,Standard,Yacht-Master 40,12995.0,False,platinum,False,steel,False,blue
571,45,rolex,False,Standard,Explorer II,8600.0,False,steel,False,steel,False,white
572,46,rolex,False,Standard,Sky-Dweller,43495.0,False,rose gold,False,rose gold,False,grey
573,47,rolex,False,Standard,Datejust 31,25995.0,False,white gold,False,steel,False,black
574,48,rolex,False,Date,Submariner,13290.0,True,ceramic,False,steel,False,black
576,50,rolex,False,Standard,Datejust 41,12667.0,True,steel,False,steel,False,blue
577,51,rolex,False,Standard,Lady-Datejust,6250.0,True,yellow gold,False,gold/steel,False,blue
578,52,rolex,False,Standard,Day-Date 36,16900.0,False,yellow gold,False,yellow gold,False,black
579,53,rolex,False,Standard,Datejust 36,8250.0,True,yellow gold,False,gold/steel,False,gold
580,54,rolex,False,Standard,Datejust 41,16300.0,True,yellow gold,False,gold/steel,False,black
581,55,rolex,False,Standard,Datejust 36,14495.0,False,white gold,False,steel,False,green
582,56,rolex,False,Standard,Lady-Datejust,4199.0,False,yellow gold,False,gold/steel,False,turquoise
583,57,rolex,False,Date,Submariner,13800.0,False,ceramic,False,steel,False,black
584,58,rolex,False,Standard,Sky-Dweller,38000.0,False,rose gold,False,rose gold,False,grey
585,59,rolex,False,Standard,Unknown/Other,29000.0,True,ceramic,False,steel,False,black
586,60,rolex,False,Standard,GMT-Master II,38975.0,True,ceramic,False,rose gold,False,black
587,61,rolex,False,Standard,Datejust 41,12350.0,False,steel,False,steel,False,green
588,62,rolex,False,Standard,Oyster Perpetual,7295.0,False,steel,False,steel,False,blue
589,63,rolex,False,Standard,Oyster Perpetual,8200.0,False,steel,False,steel,False,silver
590,64,rolex,False,Standard,Milgauss,14995.0,False,steel,False,steel,False,blue
591,65,rolex,False,Standard,Lady-Datejust,24995.0,False,white gold,False,steel,False,pink
592,66,rolex,False,Date,Submariner,13995.0,False,ceramic,False,steel,False,black
593,67,rolex,False,Standard,Datejust 41,18600.0,False,white gold,False,steel,False,green
594,68,rolex,False,Standard,Datejust 36,4000.0,True,steel,False,steel,False,silver
595,69,rolex,False,Standard,Lady-Datejust,3299.0,False,steel,False,steel,False,bronze
596,70,rolex,False,Standard,Yacht-Master 40,15250.0,True,platinum,False,steel,False,grey
597,72,rolex,False,Standard,1908,43850.0,False,platinum,False,platinum,False,blue
598,73,rolex,False,Standard,Day-Date 40,51495.0,False,yellow gold,False,yellow gold,False,gold
599,74,rolex,True,Standard,GMT-Master II,11432.0,False,steel,False,steel,False,black
600,75,rolex,False,Standard,GMT-Master II,29995.0,False,ceramic,False,steel,False,meteorite
601,76,rolex,False,Standard,Datejust 41,16900.0,False,white gold,False,steel,False,blue
602,77,rolex,False,Standard,GMT-Master II,22445.0,True,ceramic,False,steel,False,black
603,78,rolex,False,No Date,Submariner,14370.0,False,ceramic,False,steel,False,black
605,80,rolex,False,Standard,Milgauss,14195.0,False,steel,False,steel,False,blue
606,81,rolex,False,No Date,Submariner,8999.0,False,steel,False,steel,False,black
607,82,rolex,False,Standard,Unknown/Other,3216.0,False,steel,False,steel,False,black
608,83,rolex,False,Standard,Unknown/Other,37500.0,True,yellow gold,False,yellow gold,False,white
609,84,rolex,False,Standard,GMT-Master II,29995.0,True,ceramic,False,steel,False,meteorite
610,85,rolex,False,Standard,Datejust 41,16200.0,False,white gold,False,steel,False,blue
611,86,rolex,False,Standard,Sky-Dweller,20799.0,False,white gold,False,steel,False,blue
612,87,rolex,False,Standard,Day-Date 40,51500.0,True,white gold,False,steel,False,blue
613,88,rolex,False,Standard,Datejust 36,6200.0,True,white gold,False,steel,False,silver
614,89,rolex,False,Standard,Datejust 36,25995.0,False,white gold,False,steel,False,blue
616,91,rolex,False,Date,Submariner,10950.0,False,steel,False,steel,False,black
617,92,rolex,False,No Date,Submariner,8650.0,False,steel,False,steel,False,black
618,93,rolex,False,Standard,Datejust 36,5599.0,False,steel,False,steel,False,blue
619,94,rolex,False,Date,Submariner,8750.0,True,steel,False,steel,False,black
621,96,rolex,False,Standard,Unknown/Other,29500.0,False,ceramic,False,titanium,False,black
622,97,rolex,False,Standard,Datejust 41,15595.0,False,white gold,False,steel,False,grey
623,98,rolex,False,Standard,Datejust 41,13395.0,False,yellow gold,False,gold/steel,False,grey
625,100,rolex,False,Date,Submariner,9000.0,True,steel,False,steel,False,black
626,101,rolex,False,Standard,Unknown/Other,39800.0,False,ceramic,False,steel,False,white
627,102,rolex,False,Date,Oyster Perpetual,6950.0,False,yellow gold,False,yellow gold,False,blue
628,103,rolex,False,Standard,Lady-Datejust,5750.0,True,yellow gold,False,gold/steel,False,silver
629,104,rolex,False,Standard,Datejust 41,18899.0,False,rose gold,False,gold/steel,False,brown
630,105,rolex,False,Date,Submariner,8949.0,False,steel,False,steel,False,black
631,106,rolex,False,Date,Submariner,9250.0,False,yellow gold,False,gold/steel,False,black
632,107,rolex,False,Standard,Lady-Datejust,18995.0,False,yellow gold,False,steel,False,champagne
633,108,rolex,False,Standard,Datejust 36,6999.0,False,white gold,False,steel,False,grey
634,109,rolex,False,Standard,Datejust 41,17015.0,False,rose gold,False,steel,False,grey
635,110,rolex,False,Standard,Day-Date 36,12750.0,False,yellow gold,False,yellow gold,False,gold
636,111,rolex,False,Standard,Datejust 36,9400.0,True,white gold,False,gold/steel,False,blue
638,113,rolex,False,Standard,Lady-Datejust,20995.0,False,yellow gold,False,gold/steel,False,mother of pearl
639,114,rolex,False,Standard,Datejust 36,7200.0,False,white gold,False,steel,False,blue
640,115,rolex,False,Standard,Datejust 36,6200.0,False,yellow gold,False,gold/steel,False,blue
641,116,rolex,False,Standard,Datejust 41,11895.0,False,white gold,False,steel,False,black
642,117,rolex,False,Standard,Datejust 36,4999.0,True,yellow gold,False,gold/steel,False,white
643,118,rolex,False,Standard,GMT-Master II,26997.0,False,ceramic,False,steel,False,black
644,119,rolex,False,Standard,Datejust 31,33995.0,False,yellow gold,False,gold/steel,False,mother of pearl
647,123,rolex,False,No Date,Submariner,18000.0,False,steel,False,steel,False,black
648,124,rolex,False,No Date,Submariner,15090.0,False,steel,False,steel,False,black
654,132,rolex,False,No Date,Submariner,14995.0,True,steel,False,steel,False,black
655,133,rolex,False,Standard,Day-Date 36,26495.0,False,white gold,False,white gold,False,black
656,134,rolex,False,Date,Submariner,12799.0,False,ceramic,False,steel,False,black
657,135,rolex,False,Date,Submariner,17330.0,False,ceramic,False,steel,False,black
658,136,rolex,False,No Date,Submariner,9050.0,False,steel,False,steel,False,black
659,138,rolex,False,Standard,GMT-Master II,23400.0,True,ceramic,False,gold/steel,False,black
660,139,rolex,False,Date,Submariner,11495.0,False,aluminum,False,gold/steel,False,blue
661,140,rolex,False,Standard,Unknown/Other,38895.0,False,yellow gold,False,yellow gold,False,black
662,141,rolex,False,Standard,Day-Date 40,68000.0,True,yellow gold,False,yellow gold,False,green
663,142,rolex,False,Standard,Lady-Datejust,2999.0,False,steel,False,steel,False,white
664,143,rolex,False,Date,Submariner,14399.0,False,ceramic,False,steel,False,black
665,144,rolex,False,Date,Submariner,50000.0,False,ceramic,False,yellow gold,False,black
666,145,rolex,False,Standard,Oyster Perpetual,7695.0,False,steel,False,steel,False,silver
667,146,rolex,False,Standard,Day-Date 36,25000.0,True,yellow gold,False,yellow gold,False,gold
668,147,rolex,False,Standard,GMT-Master II,16450.0,True,white gold,False,steel,False,black
669,148,rolex,False,Standard,Lady-Datejust,4895.0,False,yellow gold,False,yellow gold,False,gold
670,149,rolex,False,Standard,Day-Date 36,48995.0,False,yellow gold,False,yellow gold,False,green
672,151,rolex,False,Standard,Datejust 36,14790.0,True,white gold,False,steel,False,grey
673,152,rolex,False,Standard,Oyster Perpetual,26999.0,False,steel,False,steel,False,turquoise
674,153,rolex,False,Standard,Sky-Dweller,77800.0,False,yellow gold,False,yellow gold,False,green
675,154,rolex,False,Wimbledon,Datejust 41,18000.0,False,white gold,False,steel,False,grey
676,155,rolex,False,Standard,Unknown/Other,28000.0,True,white gold,False,white gold,False,white
677,156,rolex,False,Standard,Lady-Datejust,18995.0,False,yellow gold,False,gold/steel,False,champagne
678,157,rolex,False,Standard,Day-Date 40,111900.0,False,gem-set,False,yellow gold,False,gold
679,158,rolex,False,Standard,GMT-Master II,14995.0,False,ceramic,False,steel,False,black
680,159,rolex,False,Standard,Datejust 36,17299.0,False,yellow gold,False,gold/steel,False,grey
681,160,rolex,False,Standard,Unknown/Other,92215.0,False,yellow gold,False,yellow gold,False,green
682,161,rolex,False,Standard,Oyster Perpetual,11425.0,False,steel,False,steel,False,blue
683,162,rolex,False,Standard,Lady-Datejust,20995.0,False,yellow gold,False,gold/steel,False,mother of pearl
684,163,rolex,False,Standard,Yacht-Master 40,11295.0,False,yellow gold,False,gold/steel,False,grey
685,164,rolex,False,Standard,Unknown/Other,41000.0,True,ceramic,False,yellow gold,False,black
686,165,rolex,False,Standard,GMT-Master II,19895.0,False,ceramic,False,steel,False,black
687,166,rolex,False,Date,Submariner,11800.0,False,yellow gold,False,gold/steel,False,blue
688,167,rolex,False,Standard,Unknown/Other,16995.0,False,yellow gold,False,gold/steel,False,white
689,168,rolex,False,Standard,Datejust 36,17425.0,False,white gold,False,steel,False,silver
690,169,rolex,False,Standard,Oyster Perpetual,8000.0,False,steel,False,steel,False,red
691,170,rolex,False,Standard,Unknown/Other,57425.0,False,ceramic,False,rose gold,False,brown
692,171,rolex,False,Date,Submariner,39899.0,False,ceramic,False,yellow gold,False,blue
693,172,rolex,False,Standard,GMT-Master II,22800.0,True,ceramic,False,gold/steel,False,black
694,173,rolex,False,Standard,Yacht-Master 40,11749.0,False,platinum,False,steel,False,blue
695,174,rolex,False,Standard,Datejust 36,15925.0,False,white gold,False,steel,False,blue
697,176,rolex,False,Standard,Datejust 36,4995.0,False,steel,False,steel,False,silver
698,177,rolex,False,Standard,Datejust 36,7550.0,False,yellow gold,False,gold/steel,False,white
699,178,rolex,False,Date,Submariner,13899.0,False,ceramic,False,steel,False,black
700,179,rolex,False,Standard,Datejust 41,19425.0,False,white gold,False,steel,False,blue
701,180,rolex,False,Standard,Datejust 41,12250.0,True,steel,False,steel,False,grey
702,181,rolex,False,Standard,Unknown/Other,6355.0,True,steel,False,steel,False,blue
703,182,rolex,False,Standard,Explorer II,9428.0,False,steel,False,steel,False,white
704,183,rolex,False,Standard,Unknown/Other,104999.0,True,ceramic,False,white gold,False,meteorite
705,184,rolex,False,Date,Submariner,15325.0,False,ceramic,False,steel,False,black
707,186,rolex,False,Standard,Datejust 41,19425.0,False,yellow gold,False,steel,False,white
708,187,rolex,False,Standard,Day-Date 40,62500.0,False,rose gold,False,rose gold,False,green
709,188,rolex,False,Standard,Datejust 31,11900.0,False,white gold,False,gold/steel,False,pink
710,189,rolex,False,Date,Submariner,26300.0,False,yellow gold,False,yellow gold,False,blue
712,191,rolex,False,Standard,Oyster Perpetual,7295.0,False,steel,False,steel,False,black
713,192,rolex,False,Standard,Lady-Datejust,17495.0,False,yellow gold,False,gold/steel,False,white
714,193,rolex,True,Standard,GMT-Master II,12472.0,False,steel,False,steel,False,black
715,194,rolex,False,Standard,Sky-Dweller,24299.0,False,white gold,False,white gold,False,blue
716,196,rolex,False,Standard,Unknown/Other,28306.0,False,yellow gold,False,yellow gold,False,white
717,197,rolex,False,Standard,GMT-Master II,29995.0,True,ceramic,False,steel,False,meteorite
718,199,rolex,False,Standard,Yacht-Master 40,16825.0,False,platinum,False,platinum,False,grey
719,201,rolex,False,Standard,Day-Date 40,47999.0,False,yellow gold,False,yellow gold,False,gold
720,202,rolex,False,Standard,Day-Date 40,62000.0,True,yellow gold,False,yellow gold,False,black
721,203,rolex,False,Standard,Unknown/Other,2760.0,False,steel,False,steel,False,black
722,204,rolex,False,Standard,GMT-Master II,29995.0,True,ceramic,False,steel,False,meteorite
723,206,rolex,False,Standard,Datejust 36,8150.0,False,steel,False,steel,False,black
724,207,rolex,False,Standard,Datejust 36,10400.0,False,steel,False,steel,False,grey
725,208,rolex,False,Standard,Oyster Perpetual,11000.0,False,steel,False,steel,False,green
726,209,rolex,False,Standard,Unknown/Other,7556.0,True,gem-set,False,steel,False,blue
727,210,rolex,False,Standard,Air King,5749.0,False,steel,False,steel,False,silver
728,212,rolex,False,Standard,Day-Date 36,19680.0,False,yellow gold,False,yellow gold,False,black
729,213,rolex,False,Standard,GMT-Master II,20990.0,True,ceramic,False,steel,False,black
730,214,rolex,False,Standard,Explorer,8499.0,False,steel,False,steel,False,black
731,215,rolex,False,Standard,GMT-Master II,12230.0,False,steel,False,steel,False,black
732,216,rolex,False,Standard,GMT-Master II,22700.0,False,ceramic,False,steel,False,black
734,218,rolex,False,Standard,Unknown/Other,9655.0,True,yellow gold,False,yellow gold,False,white
735,219,rolex,False,Standard,Oyster Perpetual,8695.0,False,steel,False,steel,False,purple
736,220,rolex,False,Standard,Unknown/Other,46750.0,True,yellow gold,False,yellow gold,False,white
737,221,rolex,False,Standard,Unknown/Other,7250.0,False,steel,False,steel,False,black
739,223,rolex,False,Standard,1908,29995.0,True,white gold,False,white gold,False,white
740,224,rolex,False,Standard,Unknown/Other,32000.0,True,white gold,False,white gold,False,black
741,225,rolex,False,Standard,Unknown/Other,47800.0,True,ceramic,False,white gold,False,grey
742,226,rolex,False,Date,Submariner,13499.0,False,ceramic,False,gold/steel,False,black
743,227,rolex,False,Standard,Unknown/Other,9255.0,True,yellow gold,False,yellow gold,False,mother of pearl
744,228,rolex,False,Standard,GMT-Master II,11295.0,False,steel,False,steel,False,black
745,229,rolex,False,Standard,Unknown/Other,149000.0,False,gem-set,False,yellow gold,False,mother of pearl
746,230,rolex,False,Standard,Unknown/Other,16500.0,False,steel,False,steel,False,black
747,231,rolex,False,Standard,Unknown/Other,21250.0,False,yellow gold,False,gold/steel,False,black
748,232,rolex,False,Standard,Unknown/Other,42999.0,False,ceramic,False,yellow gold,False,black
